TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
126.037333333,0.244919,0.927545,0.0358035,1.64598,0.0286927,1.85103,0.20019,0.0372499,2.97041,0.149124,0.765103,0.41298
126.080000000,0.186733,0.802116,0.0184373,1.83141,0.0326237,1.81561,0.148653,0.0251293,2.76468,0.162384,0.908878,0.477531
126.122666667,0.245643,0.560841,0.0275725,1.67549,0.0398952,1.85675,0.174783,0.01392,2.72777,0.125506,0.825628,0.155968
126.165333333,0.320721,0.478341,0.0205254,1.80083,0.0500997,1.89426,0.390535,0.017529,2.36049,0.0188347,0.554221,0.144531
126.208000000,0.324515,0.646737,0.023064,1.60341,0.0558007,1.77748,0.487794,0.0937693,2.27486,0.00170729,0.48423,0.417032
126.250666667,0.136646,0.967361,0.0247123,1.40533,0.0385206,1.71183,0.350832,0.108694,2.15543,0,0.478962,0.590631
126.293333333,0.0926922,1.00235,0.206243,1.16947,0.0117677,1.77321,0.387376,0.0525338,1.893,0.0614969,0.842968,0.527878
126.336000000,0.118187,0.961524,0.429933,0.89121,0,2.13207,0.757053,0.021471,0.955789,0.428726,1.14447,0.300418
126.378666667,0.153906,1.16282,0.181778,0.173532,0.218644,2.12652,1.15033,0.167381,0.554007,0.685045,1.50509,0.100936
126.421333333,0.126068,1.50779,0.0686919,0.212943,0.249251,2.16563,0.945468,0.0683479,0.23751,0.698507,2.17576,0.0088817
126.464000000,0.0551902,2.40132,0,0.123682,0.00786805,2.47482,0.196191,0.0562479,0.135704,0.523066,2.41036,0.200639
126.506666667,0.0884148,2.52504,0.0136997,0.187319,0.176661,2.13461,0.21936,0.335596,0.055905,0.125368,2.29321,0.149061
126.549333333,0.0697267,2.37654,0.00231042,0.491664,0.222295,2.20231,0.31913,0.674086,0.00768983,0.0652911,1.96819,0.0155568
126.592000000,0.0427423,2.17594,0.00271914,0.560512,0.239883,2.20279,0.303136,0.983076,0,0.0220328,1.80531,0.00094355
126.634666667,0.0547667,1.99727,0.00367858,0.66423,0.218729,2.1313,0.28687,1.02406,0,0.474574,1.39671,0.0064118
126.677333333,0.0362507,1.87468,0.00398625,0.510962,0.192342,2.62273,0.167475,0.259759,0.0731565,0.54433,1.13317,0.0269613
126.720000000,0,1.95824,0.00342559,0.379825,0.248827,2.885,0.0558319,0.0221338,0.0030721,0.591771,1.21946,0.117901
126.762666667,0.0385904,1.91505,0.00342787,0.216667,0.160219,3.04599,0.018485,0.00934201,0.0114967,0.501728,1.34151,0.119543
126.805333333,0.368327,1.64162,0.000902248,0.193526,0.239341,3.28268,0.018306,0.0862653,0.0173748,0.656067,0.949079,0.533815
126.848000000,0.379783,1.39676,0.00529648,0.345806,0.235237,3.35314,0.0266307,0.110251,0.285383,0.685075,0.520812,0.98225
126.890666667,0.396015,1.36249,0.126819,0.545453,0.172828,3.1869,0.0348615,0.0896776,0.59021,0.832094,0.539315,1.12327
126.933333333,0.532318,1.34915,0.28968,0.630752,0.101822,3.19535,0.0356716,0.0941707,0.704477,0.839498,0.708342,1.08693
126.976000000,0.605841,1.43689,0.17743,0.485531,0.0572237,3.43231,0.018015,0.168895,0.422845,0.90205,1.33525,0.913075
127.018666667,0.60989,1.65669,0.000830857,0.122375,0.0465846,3.49125,0.0220861,0.137165,0,0.804089,1.70876,0.916928
127.061333333,0.668833,1.60715,0,0.251088,0.0384004,3.3665,0.103039,0.0460154,0,1.01176,1.7869,0.939485
127.104000000,0.208977,1.77101,0.00413747,0.246759,0.0802109,3.07322,0.132906,0.0419334,0,1.63617,1.33207,0.678424
127.146666667,7.41193e-05,2.20888,0.145906,0.0716036,0.0315006,2.70835,0.142306,0.0364199,0,1.50754,1.41229,0.430167
127.189333333,0,2.45641,0.108788,0.0225864,0.0322962,2.54102,0.462741,0.247652,0.34621,1.40545,0.926567,0.328165
127.232000000,0,2.64259,0.106752,0.00634209,0.0275248,2.60523,0.500365,0.277809,0.571,1.06299,0.705615,0.778082
